text,labels,lang,id,translation
Skærpet beskatning af personer med arbejde i Sverige,"['Tax', 'Human Resource']",Danish,Denmark-12404,Tightened taxation of people with work in Sweden
Avrupa Birliği Adalet Divanı’ndan Unutulma Hakkına İlişkin Kritik Karar,['Government & Policy'],Turkish,Turkey-9447,Critical decision on the right to forget the European Union Court of Justice
"88 % российских руководителей отмечают, что вести бизнес в  России сложно","['Board, Strategy & Management', 'Government & Policy']",Russian,Russia-11619,88 % of Russian leaders note that doing business in Russia is difficult
Сокращение разрыва в зарплатах мужчин и женщин в странах ОЭСР может привести к росту ВВП на 2 трлн долларов США,"['Human Resource', 'Government & Policy', 'Corporate Responsibility']",Russian,Russia-11726,Reducing the gap in the salaries of men and women in the OECR countries can lead to GDP growth of $ 2 trillion
PwCサイバーサービス、IoT製品、組み込み機器の脆弱性を診断する 「ハードウェアハッキング・ラボ」を開設,"['IT Security', 'Technology']",Japanese,Japan-9882,"Opened ""Hardware Hacking Lab"" to diagnose vulnerabilities in PWC cyber services, IoT products, and built -in equipment"
Nøddeafgiften: Så er den nød knækket,['VAT & Customs'],Danish,Denmark-12978,The nut tax: then the distress is broken
7 rzeczy o których warto pamiętać podczas transformacji chmurowej w bankowości,"['Banking & Financial Markets', 'Technology']",Polish,Poland-878,7 things that are worth remembering during cloud transformation in banking
BEPS Explained: The first in a series of columns looking at how to tackle BEPS,['Tax'],English,Turkey-5533,BEPS Explained: The first in a series of columns looking at how to tackle BEPS
Genel Sağlık Sigortası’nda Güncel Değişiklikler,"['Actuary, Pension & Insurance']",Turkish,Turkey-8472,Current Changes in General Health Insurance
Odpowiedzialność społeczna wyzwaniem firm spożywczych i sieci handlowych | PwC,"['Corporate Responsibility', 'Retail & Consumers']",Polish,Poland-1204,Social responsibility challenging food companies and retail chains Pwc
Gracias - Pharma,['Healthcare & Pharmaceuticals'],Spanish,Spain-1427,Thanks - Pharma
Compensación y beneficios,['Human Resource'],Spanish,Spain-112,Compensation & Benefits
Shipping Industry Services,['Supply Chain & Transport'],English,Greece-11063,Shipping Industry Services
L.P.G.’de ÖTV İndirimi,"['VAT & Customs', 'Power, Energy & Renewables', 'Accounting & Assurance']",Turkish,Turkey-7917,SCT discount at L.P.G.
Asesoramiento al directivo,"['Board, Strategy & Management']",Spanish,Spain-2524,Manager advice
PwC IFRS Talks - Podcast,['Accounting & Assurance'],Danish,Denmark-12493,PwC IFRS Talks - Podcast
Gümrük genel tebliği (tarife-sınıflandırma kararları)  (seri no:27),['VAT & Customs'],Turkish,Turkey-7351,Customs General Communiqué (Tariff-Classification Decisions) (Series No: 27)
Banka Kuruluş Danışmanlığı,['Banking & Financial Markets'],Turkish,Turkey-8868,Bank Organization Consultancy
İlaç Sektöründe Uyum – Tanıtım Faaliyetleri ve Diğer Önemli Hususlar,"['Healthcare & Pharmaceuticals', 'Governance, Controls & Compliance']",Turkish,Turkey-6425,Compliance - Promotion activities and other important issues in the pharmaceutical sector
Digital Forensics & eDiscovery,"['Financial Crime', 'Technology']",English,Turkey-5366,Digital Forensics & eDiscovery
Succesfuld implementering af RPA tager tid,['Technology'],Danish,Denmark-13582,Successful implementation of RPA takes time
Beregn din godtgørelse af el- og vandafgift for 2017 med PwC's regneark,"['VAT & Customs', 'Power, Energy & Renewables']",Danish,Denmark-12222,Calculate your allowance of electric and water tax for 2017 with PwC's spreadsheet
Business transition,"['Board, Strategy & Management']",English,Greece-11071,Business transition
Gode råd for kvartalsrapporteringen,['Accounting & Assurance'],Norwegian,Norway-11781,Good advice for quarterly reporting
18th CEO Survey,"['Board, Strategy & Management']",English,Turkey-5934,18th CEO Survey
Yeni Tecil Faizi Oranı,['Banking & Financial Markets'],Turkish,Turkey-9441,New postponement interest rate
Technology & efficiency,['Technology'],English,Turkey-5433,Technology & efficiency
"Nyt styresignal: Flere ejendomsejere mangler nedslag på 2,5%",['Real Estate & Construction'],Danish,Denmark-12999,New control signal: Multiple property owners are missing out on 2.5%
Szabadság járványügyi helyzetben,"['Healthcare & Pharmaceuticals', 'Healthcare & Pharmaceuticals']",Hungarian,Hungary-229,Freedom in an epidemiological situation
"Чемпионами в области цифровой трансформации являются производственные компании из Азиатско-Тихоокеанского региона, отставание компаний из Северной и Южной Америки и стран Европы, Ближнего Востока и Африки (EMEA) продолжит увеличиваться","['Technology', 'Government & Policy']",Russian,Russia-11626,"Digital transformation champions are production companies from the Asia-Pacific region, the lag of companies from North and South America and European countries, the Middle East and Africa (EMEA) will continue to increase"
Gümrük Genel Tebliği (Tarife-Sınıflandırma Kararları) (Seri No: 18)’nde Değişiklik,['VAT & Customs'],Turkish,Turkey-7745,Customs General Communiqué (Tariff-Classification Decisions) (Series No: 18)
Τελευταίες παρεμβάσεις για τον περιορισμό των επιπτώσεων του κορωνοϊού,['Healthcare & Pharmaceuticals'],Greek,Greece-10345,Latest interventions to limit the impact of the Coronovirus
Sızma Testi (Penetrasyon Testi),['IT Security'],Turkish,Turkey-6633,Extract Test (Penetration Test)
IFRS 17 amendment from IASB - PwC comments,"['Accounting & Assurance', 'Actuary, Pension & Insurance']",English,Global-14149,IFRS 17 amendment from IASB - PwC comments
Analyse af fondes og fondslignende foreningers kapitalforvaltning,['Asset & wealth management'],Danish,Denmark-13188,Analysis of Funds and Fund -like Association's capital management
İthalatta Haksız Rekabetin Önlenmesine İlişkin Tebliğ (2019/10),"['VAT & Customs', 'Governance, Controls & Compliance']",Turkish,Turkey-7644,Communiqué on Prevention of Unfair Competition in Imports (2019/10)
Podatek handlowy od 2021 roku | PwC,['Tax'],Polish,Poland-1210,Commercial tax from 2021 | Pwc
PwC & Slush,"['Start-Up, Innovation & Entrepreneurship']",English,Finland-3903,PwC & Slush
Data & Analytics,['Technology'],English,Spain-1050,Data & Analytics
Palvelukeskukset ja ulkoistaminen,['Human Resource'],Finnish,Finland-3459,Service centers and outsourcing
Transfer Pricing Documentation Requirements in 5 Questions,['Tax'],English,Turkey-5594,Transfer Pricing Documentation Requirements in 5 Questions
Less than half of companies are prepared to face growing threat from hackers,['IT Security'],English,Poland-533,Less than half of companies are prepared to face growing threat from hackers
Paperless - potencjał i korzyści rozwiązania | PwC,['Technology'],Polish,Poland-1206,Paperless - potential and benefits of the solution Pwc
Faragó Ádám - Szabó Roland: Távmunkázna itthonról külföldre? Buktatók és lehetőségek az adózásban!,"['Tax', 'Human Resource']",Hungarian,Hungary-333,Ádám Faragó - Roland Szabó: Would you be teleworked from home to abroad? Bumps and opportunities in taxation!
Shipping - Performance Improvement,"['Supply Chain & Transport', 'Board, Strategy & Management']",English,Greece-11067,Shipping - Performance Improvement
Kamu hizmetleri,['Government & Policy'],Turkish,Turkey-9000,Government Policy
Innovation Box – an explanatory project on the application of a new tax relief has been published,"['Start-Up, Innovation & Entrepreneurship', 'Tax']",English,Poland-502,Innovation Box – an explanatory project on the application of a new tax relief has been published
"Globalisation, digitisation, demographic change: Managing the megatrends in Russia: Global Family Business Survey 2016: PwC","['SME & Family Business', 'Technology']",English,Greece-11100,"Globalisation, digitisation, demographic change: Managing the megatrends in Russia: Global Family Business Survey 2016: PwC"
Download Regnskabshåndbogen 2017,['Accounting & Assurance'],Danish,Denmark-13560,Download the Accounting Manual 2017
"Robotization and R&D – experience, practical approach | PwC","['Technology', 'Start-Up, Innovation & Entrepreneurship']",English,Poland-422,"Robotization and R&D – experience, practical approach | PwC"
Novedades Laborales Nº 114,['Human Resource'],Spanish,Spain-1737,Labor News Nº 114
Εργοδοτική εισφορά υπέρ Ειδικού Λογαριασμού Παιδικών Κατασκηνώσεων,['Human Resource'],Greek,Greece-10280,Employer Contribution in favor of a Special Camp Camp Account
Financial Restructuring and the New Law,['M&A & Valuations'],English,Turkey-5827,Financial Restructuring and the New Law
SAP eğitimleri ve sertifikasyonu,"['Human Resource', 'Technology']",Turkish,Turkey-7001,SAP Trainings and Certification
Web Uygulamalarında Sekmeli Tarayıcılar İçin Oturum Yönetimi Zafiyeti,"['IT Security', 'Technology']",Turkish,Turkey-8601,Session management weakness for tab applications in web applications
Las empresas españolas duplican las inversiones en estrategias para combatir el cambio climático,"['Corporate Responsibility', 'Board, Strategy & Management']",Spanish,Spain-2054,Spanish companies double investments in strategies to combat climate change
PwC'nin son araştırmasına göre; Yapay zeka avrupa'da sağlık harcamalarında 10 yıl içerisinde 172 milyar avro tasarruf sağlayabilir,"['Technology', 'Healthcare & Pharmaceuticals']",Turkish,Turkey-6011,According to PWC's latest research; Artificial Intelligence can save 172 billion euros for health expenditures in Europe within 10 years
Observatorio de la Industria Hotelera Española - Invierno 2019,['Retail & Consumers'],Spanish,Spain-1883,Spanish hotel industry observatory - Winter 2019
Påvirker COVID-19 jeres leveringsevne?,"['Board, Strategy & Management', 'Healthcare & Pharmaceuticals']",Danish,Denmark-13105,Does Covid-19 affect your delivery ability?
Mali tablolarda kiracıya yılın fırsatı,"['Accounting & Assurance', 'Real Estate & Construction']",Turkish,Turkey-8433,Opportunity of the Year to the Tenant in Financial Tables
2018 Vergi Cezaları Ne Oldu?,"['Tax', 'Governance, Controls & Compliance']",Turkish,Turkey-8628,What happened to 2018 tax penalties?
Co czeka polską energetykę?,"['Power, Energy & Renewables']",Polish,Poland-1470,What awaits Polish energy?
İthalatta Kota ve Tarife Kontenjanı İdaresine İlişkin Tebliğ (No: 2020/7),['VAT & Customs'],Turkish,Turkey-7863,Communiqué on quota and tariff quota in imports (No: 2020/7)
Real estate,['Real Estate & Construction'],English,Turkey-5703,Real estate
Rejsebureau eller ej - mulig ændring på vej,['Retail & Consumers'],Danish,Denmark-12590,Travel agency or not - possible change on the way
"טיוטת תיקון לתקנות ניירות ערך - הקלות בקשר לחתימה מחדש על דוחות כספיים, לדוחות רבעוניים ב-IPO ולדוחות דירקטוריון בתשקיף","['Accounting & Assurance', 'Banking & Financial Markets', 'Board, Strategy & Management']",Hebrew,Israel-4177,"Repair draft for securities regulations - Extracts in connection with the signing of financial statements, quarterly reports in IPO and Board of Directors in the view"
Biyometrik imza verisinin kullanılmasına ilişkin görüş talebi” ile ilgili olarak Kişisel Verileri Koruma Kurulunun 27.08.2020 Tarihli ve 2020/649 Sayılı Karar Özeti,"['Governance, Controls & Compliance', 'Technology', 'Board, Strategy & Management']",Turkish,Turkey-9359,Decision Summary of the Personal Data Protection Board dated 27.08.2020 and numbered 2020/649
Los hoteleros se muestran optimistas de cara al segundo trimestre del año,['Retail & Consumers'],Spanish,Spain-2192,Hoteliers are optimistic for the second quarter of the year
Comply First Time,"['Governance, Controls & Compliance']",English,Finland-3670,Comply First Time
"Motorinde ÖTV İndirimi,Motorinde ÖTV İndirimi",['VAT & Customs'],Turkish,Turkey-8045,"SCT reduction in the engine, motor SCT discount"
@digital #26: Świat urządzeń w sieci połączeń,['Technology'],Polish,Poland-1004,@digital #26: The world of devices in the connection network
Telekomünikasyon ve Medya,"['Entertainment, Media & eSport', 'Technology']",Turkish,Turkey-9548,Telecommunication and Media
Tips on reporting for Covid 19 impact,"['Accounting & Assurance', 'Healthcare & Pharmaceuticals']",English,Norway-11970,Tips on reporting for Covid 19 impact
